gpt2_story_vary_0	0.7206613843351555	0.7014835680170126	0.24732240827483948	0.0606739643460955
gpt2_story_vary_1	0.7344207999999995	0.7803888907316409	0.2133791579064356	0.0360297305769306
gpt2_story_vary_2	0.7421246621621622	0.8054866705759566	0.20032639252892392	0.020030590990050456
gpt2_story_vary_3	0.7505726141078841	0.8222248304902121	0.19146985568123345	0.01072963227320074
gpt2_story_vary_4	0.7516899057464294	0.8374997459041358	0.18259624604927022	0.016097186039417684
gpt2_story_vary	0.7516899057464294	0.8374997459041358	0.18259624604927022	0.016097186039417684
gpt2_truenews_35_0	0.7093288000000005	0.6474135013476497	0.27009356756405545	0.04621227707627716
gpt2_truenews_35_1	0.7370182487725049	0.7250491974523798	0.2398293247142389	0.02575211172592512
gpt2_truenews_35_2	0.7448741504854359	0.7694930551707002	0.21946100058600532	0.01443092375131212
gpt2_truenews_35_3	0.7485453767123285	0.7907500722299695	0.20903957420891173	0.010576590836864812
gpt2_truenews_35_4	0.7511287037037055	0.8132487174120175	0.19696577698036158	0.012433095055317275
gpt2_truenews_35	0.7511287037037055	0.8132487174120175	0.19696577698036158	0.012433095055317275
gpt2_wikitext_35_0	0.7060950372208433	0.70926806081016	0.24238868980490552	0.06282234597867352
gpt2_wikitext_35_1	0.7315922942206651	0.757900122996201	0.22388580239239367	0.03157605882649663
gpt2_wikitext_35_2	0.7483342629482068	0.7929171820510296	0.20741835623052193	0.020234717031529792
gpt2_wikitext_35_3	0.751714230769231	0.8083937837122196	0.19909213849650964	0.021833196648581275
gpt2_wikitext_35_4	0.7517194879089615	0.8255269469454303	0.189813924934051	0.015671187954544964
gpt2_wikitext_35	0.7517194879089615	0.8255269469454303	0.189813924934051	0.015671187954544964
gpt2-xl_story_vary_0	0.7164573154362421	0.678808496046071	0.2575481231410414	0.046168255574967045
gpt2-xl_story_vary_1	0.731140158520475	0.7573729980589762	0.22479712167692853	0.03047913870635141
gpt2-xl_story_vary_2	0.7428905940594053	0.787659337267143	0.21007274192475903	0.02070961839278671
gpt2-xl_story_vary_3	0.7497530864197538	0.8069455128647067	0.20013949930446764	0.0163592355814578
gpt2-xl_story_vary_4	0.7492475451263528	0.8217394822846449	0.19186772109857053	0.014532058195596094
gpt2-xl_story_vary	0.7492475451263528	0.8217394822846449	0.19186772109857053	0.014532058195596094
gpt2-xl_truenews_35_0	0.7093735645933017	0.6269978339195904	0.27952337385800025	0.04560480690624233
gpt2-xl_truenews_35_1	0.7331506736526949	0.6911453304900741	0.2553994336031643	0.02178691820308586
gpt2-xl_truenews_35_2	0.7439094861660082	0.7366756092890382	0.23537265362547602	0.011804984737791069
gpt2-xl_truenews_35_3	0.748495870206489	0.7608075868281536	0.22414304746267888	0.012410054710939656
gpt2-xl_truenews_35_4	0.7487586628324953	0.784578094920116	0.21220758347920005	0.00620358765290469
gpt2-xl_truenews_35	0.7487586628324953	0.784578094920116	0.21220758347920005	0.00620358765290469
gpt2-xl_wikitext_35_0	0.7037193814432988	0.6863560455456499	0.25325409702047746	0.0621925474296608
gpt2-xl_wikitext_35_1	0.7289089285714287	0.7345017849210057	0.2352317576749333	0.03682842550699693
gpt2-xl_wikitext_35_2	0.7444522151898736	0.7675703820159242	0.22034118669501646	0.014948733024682406
gpt2-xl_wikitext_35_3	0.7481516129032258	0.7857962291096069	0.21128519736452034	0.015500610481255634
gpt2-xl_wikitext_35_4	0.7495941249611452	0.8050614156897433	0.20125222853133007	0.015830989052002392
gpt2-xl_wikitext_35	0.7495941249611452	0.8050614156897433	0.20125222853133007	0.015830989052002392
